"applicability","country","identifier","message","name","otherReasonInfo","reason","region","regulationExemption","restriction","restrictionConditions","type","uSpaceClass","zoneAuthority_contactName","zoneAuthority_email","zoneAuthority_intervalBefore","zoneAuthority_name","zoneAuthority_phone","zoneAuthority_purpose","zoneAuthority_service","zoneAuthority_siteURL"
"NO","FXX","2161","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR LIMOGES BELLEGARDE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2162","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR LORIENT]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2163","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR LORRAINE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2164","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR LOURDES]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2165","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR LUXEUIL]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2166","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR MARSAN]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2167","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR MELUN]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2168","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR MERVILLE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2169","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR MONTPELLIER]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2170","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR NANTES]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2171","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR NICE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2172","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR OCHEY]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2173","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR ORANGE]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2174","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR PARIS]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2175","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR PAU-PYRENEES]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2176","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR PERPIGNAN]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2177","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR POITIERS BIARD]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2178","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR PONTOISE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2179","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR PROVENCE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2180","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR QUIMPER]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2181","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR RENNES]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2182","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR RODEZ]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2183","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR ROUEN]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2184","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR SAINT DIZIER]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2185","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR SAINT ETIENNE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2186","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR SAINT EXUPERY]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2187","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR SAINT NAZAIRE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","SPM","2188","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[lf][CTR SAINT PIERRE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",931,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2189","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR SAINT-YAN]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2190","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR SALON]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2191","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR STRASBOURG]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2192","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR TOURS VAL DE LOIRE]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2193","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR VATRY]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2194","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR VILLACOUBLAY]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2195","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 10/28 aérodrome USSEL THALAMY LFCU","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
